 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rk,Player,Age,Team,Lg,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,Pos,Awards,-9999
185,Isaac Collins#,27,MIL,NL,441,0.354,125,0.326,0.148,2,21.1,12.9,87.8,39.1,25.6,42.1,23.5,0.75,30.9,54.4,14.7,1,0.60%,14.05,30.9,69.6,45,*7H/9D54,ROY-4,colliis01
186,Chandler Simpson*,24,TBR,AL,441,0.306,86,0.327,0.051,0,9.8,4.5,82.2,17.4,27.7,57.4,8.8,1.48,24.5,59,16.5,-0.3,-0.20%,-4.46,36.3,78.6,57.8,87/HD9,ROY-13,simpsch01
187,Nathan Lukes*,30,TOR,AL,438,0.313,97,0.273,0.152,2.7,13.7,8.7,86.4,37.1,22.5,44.4,23.4,0.84,25.1,55.9,18.9,-0.4,0.50%,5.87,33.6,33.3,41.3,*978H/D,,lukesna01
188,Isaac Paredes,26,HOU,AL,438,0.353,127,0.268,0.204,4.6,17.4,11.4,87.4,33.8,25.7,30.6,32.2,0.44,44.4,44.1,11.5,0.3,-0.20%,10.36,24.6,0,34,5D/H,AS,paredis01
189,Javier Báez,32,DET,AL,437,0.297,84,0.318,0.141,2.7,24.9,2.3,88.2,39.9,20.6,45.3,27.3,0.83,31.8,50.5,17.7,-0.4,-0.30%,-2.68,38.7,83.3,55.3,6854/H,AS,baezja01
190,Matt Shaw,23,CHC,NL,437,0.309,99,0.262,0.168,3,21.5,8.7,84.3,29.2,25.4,38.6,25.7,0.64,31,49.5,19.5,-0.8,-0.60%,-2.8,37.9,77.3,52.8,*5/H4,ROY-9,shawma01
191,Nolan Arenado,34,STL,NL,436,0.297,86,0.241,0.14,2.8,11.2,6.4,86.8,32.9,21.6,36.5,30.1,0.58,30.9,51.7,17.4,0.1,0.00%,-10.86,31.6,100,33.3,5/DH,,arenano01
192,Will Smith,30,LAD,NL,436,0.387,151,0.345,0.202,3.9,20.4,14.7,91.3,47.1,25.5,32.7,36.7,0.49,22.7,57.6,19.8,2.6,1.40%,26.11,29.6,40,37.8,2H/D,ASMVP-20,smithwi05
193,Josh Lowe*,27,TBR,AL,435,0.289,77,0.273,0.146,2.5,25.1,7.6,87.9,39.7,27.6,45.5,20.3,0.86,32.1,49.7,18.3,-1,0.00%,-6.85,40.2,81.8,47.2,9/HD,,lowejo01
194,Jonah Heim#,30,TEX,AL,433,0.276,83,0.243,0.119,2.5,20.3,7.4,87.7,35.9,22.4,40.4,27.2,0.69,33.3,51.3,15.4,-0.8,-0.30%,-7.5,25.5,100,34.3,2DH,,heimjo01
195,Brett Baty*,25,NYM,NL,432,0.336,113,0.304,0.181,4.2,25,7.6,90.5,47,24,50.7,21.2,1.04,31.6,56.9,11.5,-1.1,-0.80%,2.97,29.7,100,29.3,54H/D,,batybr01
196,Luis Robert Jr.,27,CHW,AL,431,0.307,88,0.274,0.141,3.2,26,9.3,89.1,41.9,23.4,38,28.5,0.62,30.7,49.3,20.1,-0.4,-0.20%,-2.22,33.3,80.5,45.7,8/DH,,roberlu01
197,Jasson Domínguez#,22,NYY,AL,429,0.324,102,0.338,0.131,2.3,26.8,9.6,90.6,49.6,20.7,45.2,27,0.82,30.7,50.4,18.9,0.2,-0.10%,6.75,33.8,82.1,44.7,7HD,ROY-13,dominja01
198,Tyler Freeman,26,COL,NL,428,0.324,93,0.317,0.08,0.5,11.9,7.9,88.7,40.5,25.3,50,20.8,1.05,21.1,55.1,23.8,-1.3,-0.20%,-8.35,31.4,66.7,49,9D4H/57,,freemty01
199,Jake Mangum#,29,TBR,AL,428,0.313,93,0.345,0.072,0.7,15,4.4,86.8,34,20.7,60.9,14.3,1.6,19.2,57.1,23.6,-0.6,0.00%,2.48,24.1,81.8,38.7,*789/HD,,manguja01
200,Brandon Marsh*,27,PHI,NL,425,0.346,112,0.363,0.164,2.6,25.9,8.9,90.4,46.5,27.9,40.2,26.1,0.69,31.2,50,18.8,0.1,0.10%,1.74,35.8,87.5,60.5,*87H/9,,marshbr02
201,Jonathan Aranda*,27,TBR,AL,422,0.377,147,0.409,0.173,3.3,25.4,9.7,93,54.8,30.5,37.2,27.4,0.59,36.1,48.9,15,1.6,0.90%,22.9,27.6,0,28.3,3DH,AS,arandjo01
202,Daniel Schneemann*,28,CLE,AL,422,0.288,77,0.263,0.148,2.8,27.7,9,88.4,42,20.5,46.2,26.5,0.88,39.4,45.1,15.5,-0.6,0.00%,-5.41,31.9,75,46.7,458H96/7D,,schneda04
203,Carson Kelly,30,CHC,NL,421,0.337,121,0.272,0.179,4,19,10.7,88.8,40.3,23.5,38.2,29.7,0.62,28.3,52.2,19.5,-0.9,-0.50%,-7.22,25.2,100,22,2/HD,,kellyca02
204,Wilyer Abreu*,26,BOS,AL,417,0.332,112,0.277,0.223,5.3,24.2,9.6,90.6,44.9,18.1,31.2,39.9,0.46,38,43.1,18.8,-0.2,-0.40%,3.98,28.2,66.7,45.2,9H/D,GG,abreuwi02
205,Nick Allen,26,ATL,NL,416,0.243,50,0.298,0.03,0,23.8,7.5,82.5,21.6,24.7,43.5,19.1,0.83,20.5,53.4,26.1,-2.8,-0.50%,-33.75,27.1,53.3,60,*6/4H,,allenni02
206,Austin Hays,29,CIN,NL,416,0.335,101,0.326,0.187,3.6,25.7,7,88.8,38.9,24.4,41.6,28.3,0.71,33.3,52.7,14,-1.1,-0.50%,0.74,38.8,100,45.5,7D/H,,haysau01
207,Bo Naylor*,25,CLE,AL,414,0.289,80,0.222,0.184,3.4,23.9,10.9,88.4,38.3,23.4,29.7,32,0.44,33.8,51.7,14.5,0.2,0.30%,-3.34,30.8,33.3,42.4,*2H,,naylobo01
208,Ronald Acuña Jr.,27,ATL,NL,412,0.407,162,0.358,0.228,5.1,24.8,17.2,92.7,52.6,18.6,46.6,29.7,0.87,22.9,58.5,18.6,0.7,0.20%,22.31,35.1,90,52,9/DH,AS,acunaro01
209,Spencer Horwitz*,27,PIT,NL,411,0.346,119,0.313,0.162,2.7,17.8,10.7,87.3,36.2,26,38.4,27.7,0.62,33.2,47.6,19.2,0.7,-0.10%,14.14,32.8,0,45.8,3H/4D,,horwisp01
210,Kyle Isbel*,28,KCR,AL,409,0.284,80,0.307,0.098,1,18.1,5.6,83.7,36.2,21.3,44.2,17.4,0.93,33.5,51,15.5,-0.9,-0.40%,-8.73,32.2,44.4,52.8,*8/H,,isbelky01
211,Nick Gonzales,26,PIT,NL,408,0.293,82,0.306,0.102,1.2,17.9,5.1,88.8,38.8,25.3,46.5,22.8,0.87,26,52.6,21.5,-3,0.10%,-16.54,29.1,0,48.6,46,,gonzani01
212,Nolan Jones*,27,CLE,AL,403,0.272,66,0.292,0.093,1.2,28,9.7,90,47.1,25.2,41.9,26,0.74,30.5,51.6,17.9,-1.6,-1.10%,-12.01,24.6,72.7,25,*98H7/D,,jonesno01
213,Royce Lewis,26,MIN,AL,403,0.303,85,0.267,0.152,3.2,19.9,6.2,89.8,40.3,21.5,36.6,32.6,0.58,35.9,50.7,13.4,-1.1,-0.50%,-2.24,22.5,85.7,44.4,5/DH,,lewisro02
214,Edgar Quero#,22,CHW,AL,403,0.308,96,0.32,0.088,1.2,17.6,7.9,90.4,46.3,26.4,49.3,20.6,0.97,22.6,55.1,22.3,-2,0.00%,-7.13,20.2,0,34.3,2DH,,queroed01
215,Nolan Gorman*,25,STL,NL,402,0.294,86,0.283,0.165,3.5,33.8,11.7,89,41.3,25.6,27.4,37.4,0.38,36.1,46.6,17.4,-1.2,-0.10%,-6.69,32.4,50,34.8,54D/H3,,gormano01
216,Mauricio Dubón,30,HOU,AL,398,0.281,72,0.255,0.114,1.8,10.6,6,82.8,26.4,20.5,40.8,26,0.73,23.9,54.2,21.8,-1.8,-1.80%,-18.14,32.1,100,45.7,74658H/39,GG,dubonma01
217,Jordan Walker,23,STL,NL,396,0.273,69,0.31,0.091,1.5,31.8,7.3,92.3,50,21,47.5,22.3,0.9,23.9,58.8,17.2,-1.6,-0.70%,-12.65,31.2,76.9,35.7,9/HD,,walkejo02
218,Matt Wallner*,27,MIN,AL,392,0.337,113,0.228,0.262,5.6,29.1,11.7,91,45.7,18.8,34.4,33.5,0.52,41.5,44.6,13.8,-0.9,-0.50%,1.32,25,57.1,44,9D/H,,wallnma01
219,Ramón Urías,31,2TM,AL,391,0.296,86,0.281,0.142,2.8,22.5,6.9,89.2,41.9,24.1,41.6,25.5,0.71,31,50.4,18.6,-0.9,-0.70%,-8.24,21.4,100,33.3,54H/3D,,uriasra01
219,Ramón Urías,31,BAL,AL,290,0.301,91,0.281,0.14,2.8,20.7,7.2,89,39.5,24.6,43,24.6,0.75,30,51.7,18.4,-0.2,0.10%,-5.4,24.1,100,38.9,5/H3D4,,uriasra01
219,Ramón Urías,31,HOU,AL,101,0.285,74,0.281,0.149,3,27.7,5.9,90,49.3,22.4,37.3,28.4,0.6,34.3,46.3,19.4,-0.6,-0.80%,-2.84,12.5,100,16.7,45/H,,uriasra01
220,Liam Hicks*,26,MIA,NL,390,0.32,98,0.278,0.099,1.5,14.4,11,83.8,27.9,28.7,42.6,23.8,0.76,32.3,49.3,18.4,-0.3,-0.10%,1.29,24.2,100,41.9,23HD,,hicksli01
221,Ezequiel Tovar,23,COL,NL,390,0.305,80,0.322,0.147,2.3,25.1,5.4,87.8,39,31.5,33,27.4,0.51,24.1,55.6,20.4,-1.8,-0.30%,-11.39,33.7,62.5,70.4,6,,tovarez01
222,Pedro Pagés,26,STL,NL,389,0.278,74,0.293,0.133,2.8,27.5,4.9,87.3,37,23.1,41.9,25.8,0.74,20.8,54.6,24.6,-0.5,-0.60%,-4.77,28.7,,4.3,*2/34,,pagespe02
223,Max Muncy*,34,LAD,NL,388,0.37,136,0.264,0.227,4.9,21.4,16.5,91.3,51.5,23,31.5,40.9,0.46,44.7,46,9.4,1.6,1.40%,26.67,22.8,100,45.7,5H,,muncyma01
224,Victor Caratini#,31,HOU,AL,386,0.319,101,0.282,0.145,3.1,16.8,6,88.7,40.8,24.6,42.8,26.7,0.75,33.3,52.3,14.4,-1,-0.70%,-0.19,20.4,100,35.5,2DH3,,caratvi01
225,Kody Clemens*,29,2TM,2LG,386,0.306,88,0.231,0.221,4.9,24.1,7.5,90.7,48.4,25.1,32.8,33.6,0.5,39.8,49.4,10.8,0.5,-0.30%,-4.37,29,83.3,45.5,34H79/18D,,clemeko01
225,Kody Clemens*,29,PHI,NL,7,0.1,-60,0,0,0,0,14.3,81.9,16.7,16.7,66.7,16.7,2,66.7,33.3,0,0,0.00%,-0.25,0,,,/H47D,,clemeko01
225,Kody Clemens*,29,MIN,AL,379,0.31,91,0.237,0.225,5,24.5,7.4,90.9,49.2,25.3,32,34,0.48,39.1,49.8,11.1,0.5,-0.30%,-4.12,29.7,83.3,45.5,3497H/18,,clemeko01
226,Mike Tauchman*,34,CHW,AL,385,0.339,117,0.328,0.137,2.3,22.3,11.7,89,39,27.2,36.8,29.6,0.58,34,47.6,18.4,0.5,0.10%,12.25,27.3,,34.3,9D/H,,tauchmi01
227,Wenceel Pérez#,25,DET,AL,383,0.316,98,0.285,0.186,3.4,22.7,8.1,90.3,40.1,23.3,36.6,31.3,0.58,33.6,50,16.4,-0.8,-1.20%,-8.64,31.8,72.7,51.5,98/H7D,,perezwe01
228,Brayan Rocchio#,24,CLE,AL,383,0.278,71,0.281,0.108,1.3,20.1,5.7,86.5,35.6,26.8,42.4,24.6,0.77,34.1,51.8,14.1,0.2,-0.30%,-6.07,27.4,66.7,38.7,64/H,,rocchbr01
229,Jake Meyers,29,HOU,AL,381,0.333,109,0.353,0.082,0.8,17.6,8.1,87.7,39.2,26.8,48.2,20.4,0.94,25.4,58.2,16.4,0.5,0.30%,-2.18,37.9,76.2,38.9,8/H,,meyerja02
230,Tommy Edman#,30,LAD,NL,377,0.302,88,0.235,0.156,3.4,16.2,5,88,40.1,24.4,45,24.4,0.83,35.4,46.7,17.9,-0.2,-0.50%,-0.71,40,75,48.3,485/HD,,edmanto01
231,Jake Burger,29,TEX,AL,376,0.298,100,0.272,0.183,4.3,24.7,3.2,90.4,48.5,22.9,39.5,28.6,0.65,21.4,59.4,19.2,-1.1,-0.70%,-0.48,31.8,50,41.7,3DH,,burgeja01
232,Jared Triolo,27,PIT,NL,376,0.318,94,0.273,0.13,1.9,20.2,10.4,87.2,37.9,24.7,39,27.4,0.67,25.1,55.2,19.7,-0.8,-0.30%,-3.96,29.8,86.7,46.2,6534/H1D,,triolja01
233,Jurickson Profar#,32,ATL,NL,371,0.355,125,0.261,0.189,3.8,15.9,12.9,88.8,40.8,19.3,36.3,31.3,0.57,36.3,47.5,16.2,0.9,-0.10%,12.99,35.9,81.8,45.5,7/D,,profaju01
234,José Caballero,28,2TM,AL,370,0.331,100,0.324,0.111,1.4,26.5,12.7,82.8,30.6,26.1,33.8,23.9,0.56,27,58.6,14.4,0.3,0.20%,7.98,34.8,81.7,53.3,6954H7/D81,,cabaljo01
234,José Caballero,28,TBR,AL,275,0.309,85,0.331,0.085,0.7,29.1,12,82.8,28.9,30.8,28.9,23.9,0.44,24.5,61.6,13.8,-0.4,-0.30%,3.19,36.5,81,55,6594H/78D1,,cabaljo01
234,José Caballero,28,NYY,AL,95,0.396,144,0.305,0.19,3.2,18.9,14.7,82.9,34.9,14.3,46,23.8,1,33.3,50.8,15.9,0.8,0.40%,4.79,30.8,83.3,50,965/H47D,,cabaljo01
235,Andrés Giménez*,26,TOR,AL,369,0.277,65,0.239,0.103,1.9,17.9,6.8,85.6,27.9,26.2,41.9,24.7,0.74,30,55.1,15,-0.1,0.10%,-9.98,32.7,85.7,44.1,46/H,,gimenan01
236,Adley Rutschman#,27,BAL,AL,365,0.297,89,0.24,0.146,2.5,15.6,11,89.4,38.6,22.5,43.4,28.1,0.77,35.6,45.7,18.7,-0.8,-0.20%,-9.76,27.2,,33.3,2D/H,,rutscad01
237,Jacob Young,25,WSN,NL,364,0.268,71,0.283,0.056,0.5,17.9,7.4,83.5,34.5,24.2,49.4,14.9,1.15,16,59.9,24.2,-2.1,-0.40%,-16.43,28.8,57.7,62.5,*8H/D,,youngja03
238,Colton Cowser*,25,BAL,AL,360,0.292,79,0.262,0.19,4.4,35.6,7.5,90.6,46,18.1,44.7,33.2,0.82,40.7,38.2,21.1,0.7,0.20%,-2.54,24.7,100,27.6,87/9HD,,cowseco01
239,Noelvi Marté,23,CIN,NL,360,0.337,103,0.31,0.186,3.9,23.6,4.4,88.3,36.9,21.5,45.7,25.4,0.85,29.7,53.1,17.2,-0.1,-0.50%,3.21,32.3,76.9,56,95/H8D,,marteno01
240,Ryan Mountcastle,28,BAL,AL,357,0.302,91,0.326,0.117,2,27.5,4.2,90.7,47.1,27.9,45.8,22.9,0.85,26.3,46.3,27.5,-0.4,0.00%,-4.85,28.4,100,34.4,3D/H,,mountry01
241,Jordan Westburg,26,BAL,AL,352,0.334,118,0.302,0.192,4.8,22.7,4.8,90.2,43.4,18.5,43.4,30.5,0.77,24.5,56.6,18.9,-0.1,-0.20%,10.23,45.2,33.3,57.1,54D/H,,westbjo01
242,Daylen Lile*,22,WSN,NL,351,0.368,142,0.336,0.199,2.6,16,6,88.7,40.1,32.3,36.1,24.5,0.57,36.8,47.6,15.6,1.6,-0.10%,8.82,37.2,57.1,50,97D/H,ROY-5,lileda01
243,Casey Schmitt,26,SFG,NL,348,0.311,101,0.282,0.163,3.4,23.9,7.8,89.3,43.8,30,32.2,30,0.48,36.5,42.5,21,-0.8,-0.40%,-3.09,23.2,,27.8,453/H6D,,schmica01
244,Freddy Fermin,30,2TM,2LG,347,0.284,77,0.301,0.088,1.4,18.7,5.5,85.9,34.1,19.9,42.5,24.5,0.82,24.9,53.3,21.8,-1.7,-1.00%,-15.68,27.3,33.3,29.6,2/HD4,,fermifr01
244,Freddy Fermin,30,KCR,AL,208,0.284,80,0.303,0.083,1.4,17.8,6.3,87,32.1,21.2,46.2,21.2,0.91,20.5,57.1,22.4,-1,-0.50%,-9.88,21.9,33.3,29.4,2/HD4,,fermifr01
244,Freddy Fermin,30,SDP,NL,139,0.285,73,0.299,0.094,1.4,20.1,4.3,84.3,37.1,18.1,37.1,29.5,0.7,31.4,47.6,21,-0.7,-0.50%,-5.8,37.1,,30,2/H,,fermifr01
245,JJ Bleday*,27,ATH,AL,344,0.3,89,0.251,0.192,4.1,26.5,10.5,88.7,38.7,18.9,36.9,31.8,0.58,40.6,48.8,10.6,-2.4,-0.70%,-1.07,39.1,33.3,38.9,89H7/D,,bledajj01
246,Jose Iglesias,35,SDP,NL,343,0.288,74,0.269,0.065,0.9,16.3,7,82.8,28.6,20.3,57,15.2,1.42,17.6,53.9,28.5,0.4,0.20%,0.5,26.3,83.3,23.1,465HD/7,,iglesjo01
247,Javier Sanoja,22,MIA,NL,342,0.307,92,0.259,0.153,1.8,12,5.6,86.4,35.3,25.7,43.6,18.9,0.84,25.4,55.7,18.9,0.4,0.20%,-4.66,35.8,54.5,51.9,574H86/13D,GG,sanojja01
248,Tyler Stephenson,28,CIN,NL,342,0.327,99,0.322,0.191,3.8,33.9,10.8,90.5,49.7,24.6,38,34.2,0.61,28.9,50.8,20.3,-0.6,-0.10%,1.52,28.4,0,26.5,2D/H,,stephty01
249,Romy González,28,BOS,AL,341,0.363,137,0.378,0.178,2.6,23.8,5.3,93.3,57.6,26.4,50.2,21.3,1.01,16.7,60.7,22.6,0.1,0.00%,14.17,34.5,54.5,44.4,34H/D5,,gonzaro01
250,Tyrone Taylor,31,NYM,NL,341,0.276,70,0.286,0.097,0.6,22.3,4.7,85.7,35,31,31.8,23,0.48,33.1,51.5,15.5,-0.7,-0.60%,-10.3,33.3,85.7,65.6,*8H/79,,tayloty01
251,Miguel Andujar,30,2TM,2LG,341,0.355,124,0.348,0.153,2.9,14.4,5,88,35.7,23.4,46.7,21.9,0.88,23.7,60.2,16.1,0.7,0.30%,13.76,23.6,100,35.1,57DH/39,,andujmi01
251,Miguel Andujar,30,ATH,AL,231,0.33,108,0.321,0.138,2.6,13,4.8,87.1,33.3,22.6,45.3,24.2,0.83,23.2,62.6,14.2,-0.1,-0.10%,4.93,22.9,100,45,57/H9D3,,andujmi01
251,Miguel Andujar,30,CIN,NL,110,0.407,155,0.413,0.184,3.6,17.3,5.5,90.1,41,25,50,16.7,1,25,54.8,20.2,0.8,0.40%,8.84,25,,23.5,DH/37,,andujmi01
252,Sean Murphy,30,ATL,NL,337,0.314,99,0.243,0.21,4.7,31.2,10.4,89.1,43.3,20.6,46,30.2,0.85,32.8,54,13.2,1,0.50%,3.17,21.2,,26.3,2H/D,,murphse01
253,Connor Norby,25,MIA,NL,337,0.317,95,0.324,0.138,2.4,26.7,5.3,88.3,37.2,25.4,38.8,30.8,0.64,30.8,50.9,18.3,-1.1,-0.10%,-4.63,36.2,80,29.4,5/HD,,norbyco01
254,Michael Toglia#,26,COL,NL,337,0.272,54,0.285,0.163,3.3,39.2,8.3,89.9,43.9,29.5,36.4,28.4,0.57,32.4,51.1,16.5,-1.7,-0.30%,-17.18,14.5,100,41.7,3/DH,,toglimi01
255,Danny Jansen,30,2TM,2LG,337,0.321,104,0.253,0.184,4.2,25.5,12.5,87,39,22,27.3,32.2,0.38,37.6,50.7,11.7,-0.2,-0.10%,-8.59,25.5,,27.5,2H/D,,janseda01
255,Danny Jansen,30,TBR,AL,259,0.312,98,0.238,0.186,4.2,26.3,12.7,87.6,40.6,21.9,26.5,31,0.36,38.1,53.5,8.4,0.1,0.00%,-7.41,24.3,,31,2/H,,janseda01
255,Danny Jansen,30,MIL,NL,78,0.352,123,0.298,0.179,3.8,23.1,11.5,85.4,34,22,30,36,0.44,36,42,22,-0.3,-0.10%,-1.18,29.2,,18.2,2/HD,,janseda01
256,Dane Myers,29,MIA,NL,333,0.284,69,0.293,0.091,1.8,23.1,6.9,90.2,42,24.7,44.2,25.1,0.8,20.3,61.9,17.7,-1.6,-0.20%,-19.49,24.7,78.3,40,89H7/D,,myersda01
257,Joey Bart,28,PIT,NL,332,0.32,100,0.356,0.091,1.2,28,12,88.5,43.4,24.5,52.1,20.8,1.09,27.1,58.3,14.6,-1,-0.20%,-7.61,14.9,50,25,2/HD,,bartjo01
258,Luis Urías,28,ATH,AL,330,0.302,89,0.245,0.108,2.4,13.6,9.4,86.2,30.2,20.8,44.1,23.7,0.79,29,57.1,13.9,0.4,0.50%,-4.93,20,66.7,33.3,4/5H,,uriaslu01
259,Starling Marte,36,NYM,NL,329,0.331,112,0.318,0.14,2.7,20.7,6.7,85.9,40.8,23.5,46.1,22.2,0.91,26.1,55.7,18.3,-0.6,-0.60%,-5.27,27.2,77.8,39.3,DH/79,,martest01
260,Brooks Baldwin#,24,CHW,AL,328,0.307,92,0.298,0.167,3.4,26.2,6.4,88,40.9,22.7,38.2,28.6,0.66,35.9,50.9,13.2,-0.7,-0.30%,-3.91,24.4,100,60.9,7895H46,,baldwbr01
261,Santiago Espinal,30,CIN,NL,328,0.257,48,0.275,0.04,0,11.6,6.4,85.1,25.7,23.9,41,23.5,0.73,25.7,53.4,20.9,-2.9,-1.40%,-21.48,25.8,66.7,42.4,54H7/93D6,,espinsa01
262,Rhys Hoskins,32,MIL,NL,328,0.331,108,0.297,0.179,3.7,27.7,11.6,90.2,46.4,25.8,29.9,33.5,0.43,39.7,51,9.3,0.4,0.30%,0.69,18.6,66.7,28.6,3/HD,,hoskirh01
263,Kyle Higashioka,35,TEX,AL,327,0.305,105,0.279,0.162,3.4,22,6.1,88.7,39.2,25.8,36.1,30,0.57,35.2,52.8,12,0.1,-0.30%,3.98,26.2,75,40,2D/H,,higasky01
264,Trey Sweeney*,25,DET,AL,326,0.248,49,0.257,0.095,1.8,28.2,8,87.9,35.4,18.8,46.6,26.9,0.87,31.7,56.3,12,-1.1,-0.70%,-10.49,37.5,75,39.5,*6H,,sweentr01
265,Michael A. Taylor,34,CHW,AL,325,0.268,65,0.281,0.166,2.8,33.8,7.1,86.8,43.2,22,30.9,31.9,0.5,26.2,53.4,20.4,-1.4,-0.20%,-11.73,27,72.7,63.2,*879H/D,,taylomi02
266,Dylan Crews,23,WSN,NL,322,0.288,79,0.246,0.143,3.1,23.6,7.5,89.7,39.3,18.9,50.2,24.9,1.01,28.6,52.5,18.9,-0.2,0.00%,-6.78,41.3,77.3,57.7,98/D,,crewsdy01
267,Alex Call,30,2TM,NL,322,0.338,117,0.313,0.119,1.6,17.1,11.2,86.9,29.5,24,42.7,25.8,0.78,18.7,55.6,25.8,-1.1,-0.40%,2.86,33.3,66.7,35.9,97H/D8,,callal02
267,Alex Call,30,WSN,NL,237,0.345,124,0.317,0.112,1.3,15.2,11,87.6,30.7,24.3,41.4,26.6,0.74,18.3,54.4,27.2,-0.8,-0.10%,5.51,31.4,50,37.9,97H/D8,,callal02
267,Alex Call,30,LAD,NL,85,0.321,100,0.302,0.137,2.4,22.4,11.8,84.6,25.9,23.2,46.4,23.2,0.9,19.6,58.9,21.4,-0.3,-0.30%,-2.65,39.3,100,30,7H9/8D,,callal02
268,Miguel Rojas,36,LAD,NL,317,0.319,98,0.291,0.134,2.2,14.5,7.6,85.9,31.4,23.9,42.5,23.1,0.78,27.5,54.3,18.2,-0.9,-0.50%,-5.34,29.8,100,36.4,456H/13,,rojasmi02
269,Taylor Walls#,28,TBR,AL,317,0.269,66,0.271,0.099,1.3,22.1,8.2,84.3,26.4,21.7,37.6,30.8,0.65,27.6,53.4,19,0.3,0.20%,-2.64,35.2,70,53.6,6/H45D,,wallsta01
270,Jorge Soler,33,LAA,AL,315,0.303,89,0.273,0.172,3.8,29.8,8.9,89.7,42,23.9,43.6,22.3,0.77,37.8,48.9,13.3,0.2,0.10%,-3.14,23.8,,31.6,9D/H,,solerjo01
271,Rowdy Tellez*,30,2TM,AL,312,0.308,105,0.255,0.215,5.4,26.6,5.4,91.2,46.4,22,38.8,31.6,0.63,31.1,47.4,21.5,0.3,0.00%,-1.75,24.6,100,0,3H/D1,,tellero01
271,Rowdy Tellez*,30,SEA,AL,185,0.289,89,0.217,0.225,5.9,26.5,4.3,91.4,48.4,22.2,36.5,32.5,0.58,33.3,46,20.6,-0.6,-0.30%,-2.75,25.7,100,0,3/HD,,tellero01
271,Rowdy Tellez*,30,TEX,AL,127,0.336,128,0.312,0.198,4.7,26.8,7.1,91,43.4,21.7,42.2,30.1,0.73,27.7,49.4,22.9,1,0.30%,1,23.5,,0,3H/D1,,tellero01
272,Gabriel Moreno,25,ARI,NL,309,0.341,115,0.323,0.148,2.9,17.2,9.4,90.4,43.6,28.8,39.4,26.1,0.65,23.9,50.4,25.7,1,0.10%,8.96,35,50,34.5,2/DH,,morenga01
273,Joc Pederson*,33,TEX,AL,306,0.278,84,0.203,0.147,2.9,21.2,11.1,90.9,45.2,19.9,40.3,29.4,0.68,40.3,45.3,14.4,-1.2,-0.60%,-13.82,24.4,100,50,DH/39,,pederjo01
274,Christopher Morel,26,TBR,AL,305,0.306,92,0.316,0.176,3.6,35.7,8.2,91.5,49.7,17.8,39.1,34.9,0.65,40.8,49.1,10.1,-1.2,-0.50%,-5.31,32.1,77.8,32,7HD/94,,morelch01
275,Roman Anthony*,21,BOS,AL,303,0.375,142,0.404,0.171,2.6,27.7,13.2,94.5,60.7,24.1,50.6,23,1.02,33.3,51.7,14.9,1.3,1.00%,18.08,35.7,80,48.5,97D/H,ROY-3,anthoro01
276,Jose Trevino,32,CIN,NL,302,0.278,63,0.259,0.113,1.3,12.9,5,87,40.9,23.4,46,22.2,0.88,30.2,53.2,16.5,-1.6,-1.00%,-16.51,33.3,,20.7,2/D1H,,trevijo01
277,Kyle Farmer,34,COL,NL,300,0.288,68,0.268,0.137,2.7,22,5.7,86.9,35.5,27.7,41.3,25.4,0.7,29.1,55.9,15,-1.8,0.10%,-11.99,20.8,0,26.1,4D3H65/1,,farmeky01
278,Myles Straw,30,TOR,AL,299,0.311,87,0.308,0.105,1.3,16.7,6.4,84,27.1,26.6,34.9,26.2,0.6,25.8,52,22.3,-0.5,-0.30%,-3.78,47.5,92.3,51.3,*87H9/4,,strawmy01
279,Kyle Teel*,23,CHW,AL,297,0.353,128,0.361,0.138,2.7,25.9,12.5,87.7,37.6,29.2,36,29.8,0.57,36,48.3,15.7,1.1,0.00%,14.3,29.1,75,34.1,2D/H7,,teelky01
280,Thomas Saggese,23,STL,NL,295,0.288,80,0.359,0.084,0.7,28.1,5.4,89.6,44.1,28.2,40.5,26.2,0.69,20,51.8,28.2,-0.4,-0.30%,-6.21,26.7,100,36.4,465/HD,,saggeth01
281,Ben Williamson,24,SEA,AL,295,0.272,75,0.325,0.058,0.3,21.7,5.1,87.7,40.8,19.5,57.7,19.5,1.39,17.2,55.3,27.4,-1.1,-0.70%,-8.97,40.7,83.3,38.2,5/H,,willibe03
282,Heriberto Hernández,25,MIA,NL,294,0.344,117,0.335,0.172,3.4,26.2,10.5,90.2,45.9,21.9,42.1,29.5,0.73,33.3,51.9,14.8,1.3,0.10%,11.32,32.6,50,29.2,7D9H,ROY-13,hernahe01
283,Coby Mayo,23,BAL,AL,294,0.303,92,0.274,0.171,3.7,28.6,9.2,87.3,36,19,35.8,31.8,0.56,34.6,47.5,17.9,-1.5,-0.20%,-6.95,24.4,100,57.9,3/DH5,,mayoco01
284,Randal Grichuk,33,2TM,2LG,293,0.293,82,0.259,0.173,3.1,20.8,5.8,92.4,49.5,23.4,38.3,27.1,0.62,29.4,51.4,19.2,-1.1,-0.50%,-10.36,36.6,0,42.3,HD97/8,,grichra01
